10,sg00 trig 1s,sg00 trig,"[""Q14h22h23h24""]",,2012-07-25 11:29:24.656412,2012-07-25 11:33:08.923021,1
8,sg00 trig1b,sg00 Physics,"[""14"", ""18h21"",""11"", ""Q12"", ""Q13h20""]",,2012-07-25 10:41:07.016106,2012-07-25 17:33:36.972418,1
12,sg00 trig 2b,sg00 trig,"[""11"", ""26h29"", ""Q17""]",,2012-07-25 20:25:35.726945,2012-07-25 20:29:52.10338,1
14,sg00 trig 2g,sg00 trig,"[""Q28h27h30""]",,2012-07-25 20:37:25.97995,2012-07-25 20:38:38.116583,1
11,sg00 trig 1g,sg00 trig,"[""Q15h25h28""]",,2012-07-25 11:48:46.288517,2012-07-25 22:03:45.999061,1
13,sg00 trig 2s,sg00 trig,"[""Q21h31""]",,2012-07-25 20:31:26.981671,2012-07-26 07:50:45.205897,1
6,trial item,test,"[""Q7h1"", ""Q4"", ""5"", ""1"", ""6"", ""6"", ""6"", ""7""]",,2012-07-17 21:56:22.983298,2012-07-23 01:18:02.590355,1
5,extra item,test,"[""Q5"", ""3h10""]",,2012-07-17 21:01:08.182931,2012-07-23 01:27:28.727735,1
3,sg01 Q3,Physics sg01,"[""Q7h1h2h4h7""]",,2012-07-10 13:29:25.655149,2012-07-23 11:08:09.860123,1
31,sg01 2b,sg01,"[""Q84h79"", ""Q82h80"", ""Q85h85"", ""Q7h81""]",,2012-08-31 06:03:19.738269,2012-09-02 22:06:20.487255,1
1,Test item,test,"[""1"", ""3"",  ""Q2""]",,2012-07-08 20:38:39.955102,2012-07-18 09:44:41.386402,1
4,sg01 Q4,Physics sg01,"[""Q9""]",,2012-07-10 13:55:20.750071,2012-07-20 01:06:13.757331,1
51,sg04 Density 2,sg04,"[""Q134""]",,2012-09-26 16:09:05.536167,2012-09-26 16:09:27.70069,1
25,sg00 standard form 3,sg00 standard,"[""57h86"", ""Q56"", ""Q59"", ""Q57"", ""Q60""]",,2012-08-26 13:20:08.285501,2012-09-03 16:35:34.524513,1
26,sg00 subsolve 1,sg00 subsolve,"[""58"", ""59"", ""64"", ""60"", ""Q61h65"", ""Q62"", ""61"", ""Q64h67"", ""Q71""]",,2012-08-27 17:09:02.071723,2012-08-28 17:54:18.724609,1
27,sg00 subsolve 2,sg00 subsolve,"[""60"",""Q63h66"", ""61"", ""Q65h68"", ""Q68"" ]",,2012-08-28 17:56:13.903015,2012-08-28 17:59:37.0555,1
32,sg01 1g,sg01,"[""Q88h74"", ""Q90"", ""Q91h75h76"", ""Q92h77"", ""Q93h88""]",,2012-09-02 11:43:14.285316,2012-09-05 06:07:05.447507,1
23,sg00 standard form 1,sg00 standard,"[""45"", ""46"", ""51h48h49"", ""47h50"", ""Q40"", ""Q41"", ""Q38h87"", ""Q39""]",,2012-08-26 09:45:20.571637,2012-09-05 06:08:12.447826,1
52,Density 3,sg04,"[""Q136""]",,2012-09-26 16:11:28.067255,2012-09-26 16:11:35.873521,1
28,sg00 subsolve3,sg00 subsolve,"[""62"", ""Q73h69"", ""63"", ""Q75h70"", ""Q76h71""]",,2012-08-28 18:14:47.292307,2012-08-28 18:50:03.545351,1
41,sg03 1b,sg03,"[""110h116"", ""Q101"", ""Q103"", ""Q102""]",,2012-09-18 12:28:52.986769,2012-09-28 05:27:26.869521,1
42,sg03 1s,sg03,"[""110h117"", ""Q105h118"", ""Q107""]",,2012-09-18 13:37:34.527096,2012-09-28 05:27:59.006375,1
17,Intro 1s,intro,"[""Q33h40""]",,2012-08-22 13:01:21.463148,2012-08-22 14:34:10.470601,1
18,Intro 1g,intro,"[""Q34h41""]",,2012-08-22 13:49:20.44597,2012-08-22 14:35:20.415154,1
67,Couple,sg06,"[""142"", ""Q166"",""143"", ""Q167""]",,2012-11-25 17:49:04.243331,2012-11-25 18:09:08.223641,1
24,sg00 standard form 2,sg00 standard,"[""52h55h53"", ""54h56"", ""Q52"", ""Q55"", ""Q54"", ""Q53""]",,2012-08-26 12:34:01.677671,2012-08-26 13:19:26.7221,1
20,Intro 2b,intro,"[""Q35h42""]",,2012-08-22 14:50:18.662249,2012-08-22 14:52:15.793506,1
58,Vector triangles  (bronze),sg05,"[""126"", ""Q144h127"", ""129"", ""128"", ""Q146"", ""Q147"", ""Q148"", ""130"", ""Q150"", ""132"", ""133h131"", ""Q155""]",,2012-10-19 13:18:18.398677,2012-10-19 13:19:11.406659,1
22,Intro 2g,intro,"[""Q37h44""]",,2012-08-22 16:34:58.195908,2012-08-22 17:28:49.68616,1
43,sg03 2b,sg03,"[""Q109h120""]",,2012-09-18 14:09:06.56314,2012-10-02 07:22:55.574495,1
16,Intro 1b,intro,"[""32h39h33"", ""Q32"", ""Q29""]",,2012-08-21 11:14:41.242256,2012-08-22 17:29:53.003119,1
45,sg03 2s,sg03,"[""Q110h121""]",,2012-09-18 16:32:31.006745,2012-10-02 07:23:18.495821,1
21,Intro 2s,intro,"[""Q36h43""]",,2012-08-22 16:33:43.235332,2012-08-22 21:34:32.278106,1
2,sg01 Q1,Physics sg01,"[""Q3h10"", ""Q5h10"", ""Q4h10"", ""Q6h10""]",,2012-07-10 13:00:40.907534,2012-08-23 15:42:28.987439,1
46,sg03 1g,sg03,"[""110h119"", ""Q104"", ""Q108""]",,2012-09-18 16:37:59.917882,2012-10-02 07:24:46.824569,1
39,sg02 2s,sg02,"[""98"", ""Q99""]",,2012-09-11 05:34:21.27675,2012-09-11 05:34:32.950108,1
44,sg03 2g,sg03,"[""112"", ""111"", ""Q111h122""]",,2012-09-18 16:21:53.404951,2012-10-02 07:25:29.230512,1
35,sg02 1b,sg02,"[""89"", ""92"", ""93"", ""94"", ""Q94h90h100h101"", ""95"", ""Q95h102""]",,2012-09-09 08:45:08.118113,2012-09-12 21:44:09.699606,1
36,sg02 2b,sg02,"[""96"", ""Q96h103h104""]",,2012-09-09 11:32:14.088042,2012-09-12 21:45:34.245827,1
47,sg01retest1,sg01,"[""Q113"", ""Q114"", ""Q115"", ""Q118"", ""Q119"", ""Q120"", ""Q121"", ""Q122"", ""Q123"", ""Q124""]",,2012-09-21 15:14:50.211777,2012-09-21 15:17:49.029337,1
30,sg01 1s,sg01,"[""Q77h82""]",,2012-08-31 06:01:06.285841,2012-09-02 18:13:02.871103,1
38,sg02 1g,sg02,"[""Q97h105h106""]",,2012-09-10 18:26:00.240966,2012-09-12 22:20:55.981759,1
40,sg02 2g,sg02,"[""99"", ""Q100h107h108""]",,2012-09-11 08:50:46.696825,2012-09-12 22:26:00.843599,1
33,sg01 2s,sg01,"[""73"", ""Q86h83""]",,2012-09-02 18:14:03.25697,2012-09-02 18:29:14.285373,1
37,sg02 1s,sg02,"[""97h109"", ""Q98""]",,2012-09-10 18:20:07.440316,2012-09-16 13:14:54.691056,1
34,sg01 2g,sg01,"[""Q87h84""]",,2012-09-02 18:36:00.090267,2012-09-02 18:37:14.432331,1
29,sg01 1b,sg01,"[""Q3h78"", ""Q4"", ""Q5"", ""Q6"", ""72"", ""Q78"", ""Q79"", ""Q80"", ""Q81""]",,2012-08-30 08:35:50.081277,2012-09-02 21:56:15.385165,1
48,sg01retest2,sg01,"[""Q125""]",,2012-09-21 15:23:33.469491,2012-09-21 15:23:41.145242,1
49,sg01retest3,sg01,"[""Q126""]",,2012-09-21 15:24:59.153204,2012-09-21 15:25:07.553958,1
61,Resolving (bronze),sg05,"[""135"", ""Q157"", ""137"", ""Q159"", ""136"", ""Q158""]",,2012-10-21 17:37:06.508218,2012-10-22 08:58:23.176121,1
69,Beam,sg06,"[""144"", ""Q168""]",,2012-11-26 04:44:59.956119,2012-11-26 04:45:28.831061,1
65,Projectiles (gold),sg05,"[""141"", ""Q165""]",,2012-10-23 16:19:44.704571,2012-10-23 19:42:27.098685,1
50,sg04 Density 1,sg04,"[""113"", ""Q127"", ""Q128"", ""Q129"", ""114"", ""Q131"", ""Q132""]",,2012-09-26 16:00:03.37966,2012-09-26 16:01:16.512929,1
62,Resolving (silver),sg05,"[""134"", ""Q160""]",,2012-10-22 10:21:05.000704,2012-10-22 10:24:09.782753,1
66,Projectiles (silver),sg05,"[""140"", ""Q164""]",,2012-10-23 19:42:49.246003,2012-10-23 19:42:58.328115,1
54,F=ma 1,sg04,"[""115"", ""Q138"",""115"",  ""Q139"", ""Q140"", ""124"", ""Q142""]",,2012-10-07 12:04:42.253334,2012-10-07 12:08:21.303577,1
55,F=ma 2,sg04,"[""123"", ""Q141""]",,2012-10-07 12:08:56.379324,2012-10-07 12:09:17.570248,1
64,Projectiles (bronze),sg05,"[""138"", ""139"", ""Q162"", ""Q163""]",,2012-10-22 14:59:17.525331,2012-10-23 19:43:20.779942,1
56,Skydiver,sg04,"[""Q143"", ""125""]",,2012-10-07 13:03:25.891705,2012-10-07 13:03:39.249972,1
63,Resolving (gold),sg05,"[""134"", ""Q161""]",,2012-10-22 10:29:51.505416,2012-10-22 10:30:17.002067,1
59,Vector triangles (silver),sg05,"[""130"", ""Q152""]",,2012-10-19 13:33:22.143581,2012-10-23 21:58:55.023975,1
60,Vector triangles (gold),sg05,"[""134"", ""Q156""]",,2012-10-21 17:21:50.58556,2012-10-23 21:59:14.615184,1
70,Pole,sg06,"[""145"", ""Q169""]",,2012-11-26 10:00:51.955674,2012-11-26 10:01:04.822391,1
71,nonsense,test,"[""144""]",,2012-11-29 09:49:19.644856,2012-11-29 09:49:26.019483,1
74,Internal resistance,sg11,"[""161"", ""162"", ""163"", ""Q176"", ""164""]",,2013-01-27 20:02:30.896595,2013-01-27 20:11:38.111802,1
77,Kirchoff's Laws and electron flow,sg12,"[""180"", ""181"", ""185"", ""Q188"", ""182"", ""183"", ""184"", ""186"", ""Q189"", ""187"", ""188"", ""189"", ""Q182"", ""190"", ""191"", ""Q184h192""]",,2013-02-02 19:06:13.068605,2013-02-03 15:59:13.798375,1
75,Potential Dividers,sg12,"[""179"", ""169"", ""167"", ""Q178"", ""170"", ""167"", ""Q183"", ""171"", ""168"", ""Q179"", ""172"", ""173"", ""Q185""]",,2013-01-31 15:27:04.977049,2013-02-02 18:55:44.065438,1
72,Components in series,sg11,"[""148"", ""149"", ""146"", ""Q170"", ""150"", ""147"", ""Q171h151""]",,2013-01-26 16:22:15.624915,2013-01-26 17:31:06.265443,1
76,Potential dividers 2,sg12,"[""179"", ""174"", ""175"", ""165"", ""Q180"", ""176"", ""166"", ""Q181"", ""177"", ""178"", ""Q186""]",,2013-02-02 18:20:44.673975,2013-02-02 18:56:18.038402,1
78,G481 Jan09 Q 1-3,G481 Jan09 ,"[""194"", ""195"", ""196"", ""Q192""]",,2013-03-08 12:57:20.633492,2013-03-10 12:43:08.388104,1
79,G481 Jan09 Q4-5,G481 Jan09,"[""197"", ""198"", ""Q192""]",,2013-03-10 12:44:01.445002,2013-03-10 12:44:18.561753,1
80,G481 Jan09 Q 6-7,G481 Jan09,"[""199"", ""200"", ""Q192""]",,2013-03-10 12:45:30.635011,2013-03-10 12:46:00.66525,1
191,C2 Jan 17 hints Q 1-3,c2,"[""441"", ""442"", ""443"", ""Q192""]",,2014-04-22 03:47:02.209229,2014-04-22 03:49:35.996477,1
81,G481 Jan09 Q 1,G481 Jan09,"[""194"", ""Q193"", ""Q194""]",,2013-03-10 13:24:23.048373,2013-03-10 13:45:36.361725,1
82,G482 Jan 11 Q1-3,G482 Jan11,"[""201"", ""202"", ""203"", ""Q192""]",,2013-03-11 18:23:48.98665,2013-03-11 18:24:15.232796,1
83,G482 Jun 11 Q1-3,G482 Jun11,"[""204"", ""205"", ""206"", ""Q192""]",,2013-03-11 18:24:56.72173,2013-03-11 18:26:09.545098,1
84,G482 Jun 11 Q3,G482 Jun11,"[""206"", ""Q192""]",,2013-03-11 18:26:43.654461,2013-03-11 18:26:54.914402,1
85,g481 Jan13 Q1-3,g481 Jan13,"[""210"", ""211"", ""212"", ""Q192""]",,2013-03-18 09:25:15.137148,2013-03-18 09:25:54.504217,1
86,g481 Jan13 Q4-6,g481 Jan13,"[""213"", ""214"", ""215"", ""Q192""]",,2013-03-18 09:26:39.988478,2013-03-18 09:27:10.853659,1
87,g481 Jan13 Q7-8,g481 Jan13,"[""216"", ""217"", ""Q192""]",,2013-03-18 09:27:42.212015,2013-03-18 09:28:00.264644,1
143,sketch factorised quadratic,c1ch1,"[""347"", ""342"", ""343"", ""344"", ""Q296h346h345"", ""344"", ""Q289"", ""344"", ""Q290""]",,2013-07-16 11:05:19.719745,2013-09-08 17:13:56.119717,1
91,Author Tutorial part 1,tutorial,"[""207"", ""208"", ""Q192""]",,2013-03-23 15:43:59.070973,2013-03-23 15:44:29.930182,1
92,Author Tutorial part 2,tutorial,"[""218"", ""220"", ""Q192""]",,2013-03-23 15:46:42.860651,2013-03-23 15:47:04.749432,1
128,g482 Jan 13 Q's 1-3,g482 Jan13,"[""296"", ""305"", ""306"", ""307"", ""Q192""]",,2013-05-16 06:44:37.766958,2013-05-16 06:53:39.074313,1
93,Author Tutorial part 3,tutorial,"[""219"", ""Q203""]",,2013-03-23 15:47:34.820196,2013-03-23 18:20:41.630682,1
103,GCSE linear algebra,GCSE Maths Assessment,"[""229"", ""Q220"", ""Q221"", ""Q222"", ""Q223"", ""Q224""]",,2013-03-25 16:31:40.032455,2013-03-25 17:00:45.289605,262
148,Max/min from completed square form,c1ch1,"[""355"", ""356"", ""Q297h357"", ""Q298""]",,2013-09-08 18:11:34.77402,2013-09-08 18:16:40.366392,1
115,Stationary waves 2,sg15,"[""263"", ""Q241"", ""Q246""]",,2013-04-21 16:26:57.85388,2013-04-21 16:49:27.738212,1
118,filler,filler,"[""Q187""]",,2013-04-28 21:32:26.98801,2013-04-28 21:32:53.381138,1
149,Factorising when a=1,c1ch1,"[""358"", ""Q300"", ""Q301"", ""Q302"", ""Q303"", ""Q299""]",,2013-09-11 10:31:37.372338,2013-09-13 08:40:47.798677,1
96,Genetics Definitions2,Genetics Definitons,[],,2013-03-24 14:01:03.590599,2013-03-24 14:01:21.05876,264
126,g482 revision session 2,g482,"[""296"", ""299"", ""300"", ""Q192""]",,2013-05-12 16:33:57.17604,2013-05-12 16:34:32.501245,1
151,Tricky factorisation,c1ch1,"[""Q307""]",,2013-09-13 08:47:31.824628,2013-09-13 08:47:36.755976,1
127,g482 revision session 3,g482,"[""296"", ""303"", ""302"", ""304"", ""Q192""]",,2013-05-12 19:07:38.687343,2013-05-12 19:08:47.608162,1
99,test new word answers,test,"[""Q218"", ""Q217"", ""Q219""]",,2013-03-25 11:41:16.051044,2013-03-25 11:48:10.766297,1
139,Simultaneous Equations,GCSE self assessment,"[""333"", ""Q192""]",,2013-06-06 15:00:59.258228,2013-06-06 15:01:38.617733,262
100,g482 Jun 09 Q1-3,G482 Jun09,"[""222"", ""223"", ""224"", ""Q192""]",,2013-03-25 12:38:49.443603,2013-03-25 12:41:27.953495,4
119,g482 Jun11 q4,sg16 g482Jun11,"[""Q258"", ""Q259"", ""Q260"", ""Q261""]",,2013-05-03 04:28:50.694499,2013-05-03 04:49:34.706771,1
101,g482 Jun 09 Q4-5,G482 Jun09,"[""225"", ""226"", ""Q192""]",,2013-03-25 12:42:05.390198,2013-03-25 12:43:07.819146,4
123,Photoelectric effect 1,sg16,"[""285"", ""286"", ""Q273"", ""Q277"", ""Q274""]",,2013-05-04 17:42:32.921382,2013-05-05 09:21:37.556589,1
102,g482 Jun 09 Q6-7,G482 Jun09,"[""227"", ""228"", ""Q192""]",,2013-03-25 12:43:47.390655,2013-03-25 12:44:15.700511,4
112,Young's slits,sg14,"[""246"", ""247"", ""248"", ""249"", ""250"", ""255"", ""Q235""]",,2013-04-15 09:05:01.758221,2013-04-15 10:12:34.376278,1
111,Interference,sg14,"[""252"", ""253"", ""254"", ""Q228"", ""251""]",,2013-04-15 08:59:50.264346,2013-04-15 12:35:51.632281,1
116,Stationary waves in air columns,sg15,"[""264"", ""265"", ""Q247"", ""266"", ""Q248"", ""267"", ""268"", ""Q249"", ""269"", ""Q250"", ""270"", ""Q251"", ""271"", ""Q252"", ""272"", ""Q253""]",,2013-04-21 16:51:00.195011,2013-04-21 20:07:57.718368,1
150,Factorising when a>1,c1ch1,"[""359"", ""Q304"", ""Q305""]",,2013-09-13 08:43:24.195891,2013-09-13 08:43:46.25068,1
140,Multiply out,GCSE self assessment,"[""334"", ""Q192""]",,2013-06-07 11:50:01.209487,2013-06-07 11:50:30.66303,262
106,Monohybrid Cross,Genetics,"[""233"", ""Q225"", ""232"", ""Q213"", ""Q214"", ""Q215""]",,2013-04-03 12:00:26.285044,2013-04-03 12:49:49.388928,264
95,Genetics Definitions,Genetics Definitions,"[""Q204"", ""Q205"", ""Q206"", ""Q207"", ""Q208"", ""Q209"", ""Q210"", ""Q211"", ""Q212""]",,2013-03-24 13:53:36.89245,2013-04-03 12:54:55.730023,264
107,Monohybrid Cross Golden Rules,Genetics,"[""234"", ""Q227""]",,2013-04-03 13:27:09.381964,2013-04-03 13:29:34.47733,264
124,Photoelectric effect 2,sg16,"[""274"", ""275"", ""Q254"", ""Q255h273"", ""Q256h273"", ""Q257"", ""292"", ""Q278"", ""293"", ""294"", ""Q279""]",,2013-05-05 09:28:40.301409,2013-05-05 12:41:48.820356,1
113,Diffraction gratings,sg14,"[""256"", ""Q232"", ""257"", ""Q233"", ""258"", ""259"", ""Q234""]",,2013-04-15 10:09:26.992525,2013-04-16 09:26:21.198578,1
131,g482 revision session 4,g482 revision,"[""300"", ""301"", ""316"", ""Q192""]",,2013-05-19 11:45:16.134937,2013-05-19 11:58:39.662677,1
152,Completing the square (a=1),c1ch1,"[""362"", ""363"", ""Q308h360"", ""Q309"", ""364"", ""Q310""]",,2013-09-15 12:42:54.288288,2013-09-15 12:45:55.149697,1
134,Forms of quadratic functions: factorised form,c1ch1,"[""347"", ""327"", ""325"", ""321"", ""Q280"", ""326"", ""322"", ""Q281h345"", ""Q282"", ""Q283h323"", ""324"", ""Q285"", ""Q286""]",,2013-06-03 05:04:06.014228,2013-08-19 05:44:31.665508,1
122,Energy levels,sg17,"[""283"", ""282"", ""Q269"", ""282"", ""Q270"", ""282"", ""Q271"", ""282"", ""Q272""]",,2013-05-04 15:02:09.141795,2013-05-05 16:21:12.818253,1
120,Wave-particle duality,sg17,"[""277"", ""Q262h295"", ""276"", ""Q263"", ""Q264""]",,2013-05-03 05:34:42.088942,2013-05-05 16:21:41.232646,1
121,Spectra,sg17,"[""279"", ""Q265h280"", ""Q266"", ""278"", ""Q267"", ""Q268""]",,2013-05-04 13:54:57.303788,2013-05-04 14:09:05.25303,1
114,Stationary waves 1,sg15,"[""260"", ""Q236"", ""Q237"", ""Q238"", ""Q239"", ""261"", ""Q240h262""]",,2013-04-20 12:54:10.442148,2013-04-20 13:49:53.908618,1
137,Linear algebra,gcse self assessment,"[""330"", ""329"", ""Q192""]",,2013-06-06 14:54:04.62793,2013-06-06 14:55:28.216755,262
125,g482 revision session 1,g482,"[""296"", ""297"", ""298"", ""Q192""]",,2013-05-12 16:32:20.124035,2013-05-12 16:33:16.785131,1
132,g482 revision session 5,g482 revision,"[""312"", ""313"", ""314"", ""Q192""]",,2013-05-25 12:03:52.667964,2013-05-25 12:04:42.510633,1
141,Factorise,GCSE slef assessment,"[""335"", ""336"", ""Q192""]",,2013-06-07 11:51:41.137109,2013-06-07 11:53:02.490105,262
145,Recognising a quadratic,c1ch1,"[""347"", ""327"", ""325"", ""321"", ""Q280""]",,2013-09-03 05:17:52.71545,2013-09-03 05:18:13.336959,1
130,g482 Jan 13 Q's 6-7,g482 Jan13,"[""296"", ""310"", ""311"", ""Q192""]",,2013-05-16 06:46:55.765266,2013-05-16 06:52:50.689639,1
129,g482 Jan 13 Q's 4-5,g482 Jan13,"[""296"", ""308"", ""309"", ""Q192""]",,2013-05-16 06:46:06.047362,2013-05-16 06:53:18.1308,1
133,g482 revision session 6,g482 revision,"[""315"", ""317"", ""Q192""]",,2013-05-25 12:05:24.455776,2013-05-25 12:09:49.931022,1
138,Inequalities,GCSE self assessment,"[""331"", ""332"", ""Q192""]",,2013-06-06 14:57:10.575443,2013-06-06 14:58:40.451666,262
146,Multiplying out from factorised form,c1ch1,"[""326"", ""322"", ""Q281h345"", ""Q282"", ""Q283h323"", ""324"", ""Q285"", ""Q286""]",,2013-09-03 05:18:46.348741,2013-09-03 05:19:15.723398,1
142,Factorise quadratics,GCSE self assessment,"[""337"", ""338"", ""339"", ""340"", ""341""]",,2013-06-07 11:54:19.965465,2013-06-07 12:03:31.259876,262
144,sketch completed square quadratic,c1ch1,"[""347"", ""348"", ""349"", ""352"", ""Q292"", ""Q291h353"", ""350"", ""354"", ""Q293""]",,2013-09-01 14:38:59.400689,2013-09-01 14:43:18.334113,1
153,Completing the square (a=-1),c1ch1,"[""365"", ""Q311""]",,2013-09-15 12:46:46.349552,2013-09-15 12:47:02.393782,1
154,Completing the square (a>1),c1ch1,"[""366"", ""Q312""]",,2013-09-15 12:49:07.392855,2013-09-15 12:49:19.93679,1
147,Multiplying out from completed square,c1ch1,"[""328"", ""322"", ""Q288h345"", ""Q295"", ""Q294h323""]",,2013-09-03 05:19:59.706072,2013-09-03 05:36:06.712173,1
155,surds 1,c1ch2,"[""367"", ""Q313"", ""Q320"", ""368"", ""Q322"", ""369"", ""Q323""]",,2013-09-15 13:14:14.131266,2013-09-15 16:49:14.960276,1
192,C2 Jan 17 hints Q 4-6,c2,"[""444"", ""445"", ""446"", ""Q192""]",,2014-04-22 03:50:42.325542,2014-04-22 03:51:04.923663,1
73,components in parallel,sg11,"[""152"", ""153"", ""156"", ""Q172"", ""154"", ""155"", ""Q173"", ""158"", ""159"", ""160"", ""Q175"", ""Q173""]",,2013-01-27 14:17:55.351321,2014-02-10 14:18:47.000072,1
190,Tangent and Normal,c1ch7,"[""438"", ""439"", ""Q394"", ""Q395""]",,2013-12-02 17:19:15.179902,2013-12-02 17:19:53.580019,1
183,Circles - tangent,c1ch5,"[""420"", ""Q383""]",,2013-11-05 10:09:03.428601,2013-11-05 10:09:24.640869,1
175,2 points - gradients,c1ch4,"[""404"", ""Q364"", ""Q365"", ""406"", ""Q366"", ""Q368"", ""Q367"", ""405"", ""Q370"", ""Q371""]",,2013-10-20 11:27:35.83897,2013-10-20 11:32:54.588333,1
156,surds 2,c1ch2,"[""370"", ""372"", ""Q314"", ""Q315"", ""Q316"", ""371"", ""Q317""]",,2013-09-15 16:50:30.922482,2013-09-15 16:53:17.652157,1
157,surds 3,c1ch2,"[""373"", ""Q319"", ""374"", ""Q318""]",,2013-09-15 16:57:50.852777,2013-09-15 16:59:00.38409,1
184,Circles - length of a tangent,c1ch5,"[""422"", ""Q385""]",,2013-11-05 10:10:00.477309,2013-11-05 10:10:29.821647,1
170,Finding remainders,c1ch3,"[""395"", ""Q349"", ""Q353""]",,2013-10-13 18:20:14.183924,2013-10-13 18:22:26.015978,1
182,Circles - normal and tangent,c1ch5,"[""418"", ""419"", ""Q382""]",,2013-11-05 10:08:03.383038,2013-11-05 21:41:47.114705,1
193,C2 Jan 17 hints Q 7-9,c2,"[""447"", ""448"", ""449"", ""Q192""]",,2014-04-22 03:51:41.512961,2014-04-22 03:51:55.442267,1
181,Circles - intersection,c1ch5,"[""421"", ""Q386""]",,2013-11-05 10:06:42.894515,2013-11-06 21:14:16.508249,1
169,Solving cubic equation,c1ch3,"[""392"", ""Q347"", ""Q348""]",,2013-10-13 18:19:08.766521,2013-10-13 18:24:08.148172,1
168,Factorising a cubic,c1ch3,"[""393"", ""394"", ""Q344"", ""Q345"", ""Q355"", ""391"", ""Q346"", ""Q356""]",,2013-10-13 18:16:37.202086,2013-10-13 18:24:36.175316,1
158,Quadratics by factorising and special cases,c1ch2,"[""375"", ""Q324"", ""Q333"",""376"", ""Q332"", ""Q325""]",,2013-09-22 18:09:08.932992,2013-09-23 07:33:49.271406,1
159,Quadratics -  formula,c1ch2,"[""377"", ""Q326"", ""Q327"", ""Q328""]",,2013-09-22 18:10:23.877659,2013-09-23 07:35:05.536634,1
171,Finding coefficient given remainder,c1ch3,"[""396"", ""Q350"", ""Q354""]",,2013-10-13 18:25:14.434758,2013-10-13 18:26:00.435627,1
176,Straight lines 1,c1ch4,"[""407"", ""408"", ""Q372"", ""Q373"",""409"",  ""411"", ""410"", ""Q374""]",,2013-10-20 17:17:51.467847,2013-10-20 17:22:28.012195,1
160,Quadratics - discriminant,c1ch2,"[""384"", ""Q329"", ""Q330"", ""Q331""]",,2013-09-22 18:11:32.237989,2013-09-30 06:30:59.7292,1
172,Algebraic division,c1ch3,"[""397"", ""Q351"", ""Q352""]",,2013-10-13 18:26:36.653913,2013-10-13 18:26:58.250506,1
161,intersections of graphs 1,c1ch2,"[""378"", ""Q335""]",,2013-10-04 11:10:51.030151,2013-10-04 11:11:13.306301,1
162,intersections of graphs 2,c1ch2,"[""379"", ""Q334""]",,2013-10-04 11:15:12.240403,2013-10-04 11:15:26.570223,1
163,intersections of graphs 3,c1ch3,"[""380"", ""Q336""]",,2013-10-04 11:16:30.303565,2013-10-04 11:16:45.608406,1
185,Differentiation 1,c1ch6,"[""423"", ""424"", ""425"", ""426"", ""427"", ""Q387""]",,2013-11-28 16:17:08.90205,2013-11-28 16:17:41.240598,1
164,linear inequalities,c1ch2,"[""381"", ""385"", ""Q337""]",,2013-10-05 16:29:24.250248,2013-10-05 16:39:56.115035,1
177,Straight lines 2,c1ch4,"[""407"", ""412"", ""Q375"", ""413"", ""Q376""]",,2013-10-20 17:24:21.598696,2013-10-20 17:25:25.90102,1
173,2 points - distances,c1ch4,"[""398"", ""399"", ""Q357"", ""Q358"", ""400"", ""Q359""]",,2013-10-20 11:10:16.907344,2013-10-20 11:11:31.823891,1
165,quadratic inequalities,c1ch2,"[""382"", ""383"", ""386"", ""Q340"", ""Q339""]",,2013-10-05 17:01:49.038165,2013-10-05 17:25:19.409743,1
166,intersection and inequality,c1ch2,"[""387"", ""388"", ""Q341""]",,2013-10-08 05:12:34.049423,2013-10-08 05:33:47.426472,1
186,Differentiation 2,c1ch6,"[""428"", ""Q389""]",,2013-11-28 16:19:58.547488,2013-11-28 16:20:14.344971,1
178,Straight lines 3,c1ch4,"[""407"", ""414"", ""Q377""]",,2013-10-20 17:26:05.423403,2013-10-20 17:26:32.103222,1
167,Finding factors,c1ch3,"[""389"", ""Q342"", ""390"", ""Q343""]",,2013-10-13 18:14:36.256367,2013-10-13 18:15:50.495019,1
195,test,test,"[""440"", ""440"",""432"", ""439"", ""Q399""]",,2014-09-29 16:47:49.437705,2014-09-29 16:50:25.189237,1
179,Equations of circles,c1ch5,"[""415"", ""Q378"", ""416"", ""Q379""]",,2013-11-05 10:03:25.608368,2013-11-05 10:04:25.935126,1
174,2 points - midpoints,c1ch4,"[""401"", ""402"", ""Q360"", ""Q361"", ""403"", ""Q362""]",,2013-10-20 11:14:25.830997,2013-10-20 11:27:15.093295,1
196,Tangent and Normal for Edexcel C1,EdexcelC1,"[""439"", ""Q394"", ""Q395""]",,2014-11-14 16:02:11.364162,2014-11-14 16:02:30.516226,1
180,"Circles - inside, outside, on",c1ch5,"[""417"", ""Q381""]",,2013-11-05 10:05:29.500697,2013-11-05 10:05:47.884972,1
187,Differentiation 3 - rate of change,c1ch6,"[""429"", ""430"", ""Q390""]",,2013-11-28 16:23:20.281207,2013-12-02 09:22:34.424861,1
188,Increasing and decreasing graphs,c1ch7,"[""433"", ""434"", ""Q391""]",,2013-12-02 09:23:02.237134,2013-12-02 09:23:35.798122,1
189,Stationary points,c1ch7,"[""435"", ""436"", ""437"", ""Q393""]",,2013-12-02 17:15:23.077827,2013-12-02 17:15:54.379506,1
